CD_ESCOLA,NM_ESCOLA,CD_MUNICIPIO,NM_MUNICIPIO,CD_REGIONAL,NM_REGIONAL,NU_ACERTO,NU_TOTAL,TX_ACERTO
32000057,EEEFM SEBASTIAO COIMBRA ELIZEU,3200169,AGUA DOCE DO NORTE,32,SRE BARRA DE SAO FRANCISCO,3167.0,6800.0,46.5735294117647
32000480,EEEFM OLEGARIO MARTINS,3200169,AGUA DOCE DO NORTE,32,SRE BARRA DE SAO FRANCISCO,569.0,1500.0,37.93333333333333
32000499,EEEFM DERMEVAL LEITE RIBEIRO,3200169,AGUA DOCE DO NORTE,32,SRE BARRA DE SAO FRANCISCO,1457.0,2820.0,51.666666666666664
32000979,EEEFM GOVERNADOR LINDENBERG,3200904,BARRA DE SAO FRANCISCO,32,SRE BARRA DE SAO FRANCISCO,4481.0,11600.0,38.62931034482759
32000987,CEEFMTI JOAO XXIII,3200904,BARRA DE SAO FRANCISCO,32,SRE BARRA DE SAO FRANCISCO,5131.0,9800.0,52.357142857142854
32001592,EEEF ITA,3200904,BARRA DE SAO FRANCISCO,32,SRE BARRA DE SAO FRANCISCO,374.0,560.0,66.78571428571429
32001606,EEEFM ALADIM SILVESTRE DE ALMEIDA,3200904,BARRA DE SAO FRANCISCO,32,SRE BARRA DE SAO FRANCISCO,1366.0,2960.0,46.148648648648646
32001916,EEEFM PROFESSORA ASCENDINA FEITOSA,3200904,BARRA DE SAO FRANCISCO,32,SRE BARRA DE SAO FRANCISCO,2231.0,4380.0,50.93607305936073
32002408,EEEF FRANCISCO LOURENCO ANDRADE,3200904,BARRA DE SAO FRANCISCO,32,SRE BARRA DE SAO FRANCISCO,221.0,460.0,48.04347826086956
32002939,CEEFMTI DANIEL COMBONI,3202108,ECOPORANGA,32,SRE BARRA DE SAO FRANCISCO,1745.0,3920.0,44.515306122448976
32002971,EEEF PATRIMONIO PRATA DOS BAIANOS,3202108,ECOPORANGA,32,SRE BARRA DE SAO FRANCISCO,164.0,340.0,48.23529411764706
32002998,EEEF SANTA TEREZINHA,3202108,ECOPORANGA,32,SRE BARRA DE SAO FRANCISCO,545.0,940.0,57.97872340425532
32003005,EEEFM ECOPORANGA,3202108,ECOPORANGA,32,SRE BARRA DE SAO FRANCISCO,6408.0,13200.0,48.54545454545455
32003498,EEEF COTAXE,3202108,ECOPORANGA,32,SRE BARRA DE SAO FRANCISCO,503.0,760.0,66.1842105263158
32003595,EEEFM JOSE TEIXEIRA FIALHO,3202108,ECOPORANGA,32,SRE BARRA DE SAO FRANCISCO,1212.0,2260.0,53.6283185840708
32003790,EEEFM DE JOASSUBA SR ANTONIO PATRICIO DE FONTOURA,3202108,ECOPORANGA,32,SRE BARRA DE SAO FRANCISCO,1257.0,2980.0,42.18120805369127
32004273,EEEFM CHRISTIANO DIAS LOPES,3203304,MANTENOPOLIS,32,SRE BARRA DE SAO FRANCISCO,3397.0,6700.0,50.701492537313435
32004303,EEEFM JOB PIMENTEL,3203304,MANTENOPOLIS,32,SRE BARRA DE SAO FRANCISCO,1800.0,4000.0,45.0
32004532,EEEFM PALMERINDO VIEIRA CAMPOS,3203304,MANTENOPOLIS,32,SRE BARRA DE SAO FRANCISCO,1048.0,2320.0,45.172413793103445
32005067,CEIER DE AGUIA BRANCA,3200136,AGUIA BRANCA,32,SRE BARRA DE SAO FRANCISCO,1658.0,3200.0,51.8125
32005105,EEEFM PROFESSORA ANA MARIA CARLETTI QUIUQUI,3200136,AGUIA BRANCA,32,SRE BARRA DE SAO FRANCISCO,2950.0,6440.0,45.807453416149066
32005601,CEIER DE BOA ESPERANCA,3201001,BOA ESPERANCA,33,SRE NOVA VENECIA,1365.0,3120.0,43.75
32005652,EEEFM ANTONIO DOS SANTOS NEVES,3201001,BOA ESPERANCA,33,SRE NOVA VENECIA,3301.0,7480.0,44.13101604278075
32005954,EEEFM SOBRADINHO,3201001,BOA ESPERANCA,33,SRE NOVA VENECIA,2463.0,3660.0,67.29508196721312
32006292,EEEFM PADRE JOSIMO,3203908,NOVA VENECIA,33,SRE NOVA VENECIA,76.0,120.0,63.333333333333336
32006330,EEEFM PROF ANA PORTELA DE SA,3205150,VILA PAVAO,33,SRE NOVA VENECIA,1914.0,3620.0,52.87292817679558
32006349,EEEM DOM DANIEL COMBONI,3203908,NOVA VENECIA,33,SRE NOVA VENECIA,10447.0,19080.0,54.75366876310272
32007000,CEIER DE VILA PAVAO,3205150,VILA PAVAO,33,SRE NOVA VENECIA,1184.0,2620.0,45.19083969465649
32007175,EEEFM ALARICO JOSE DE LIMA,3203908,NOVA VENECIA,33,SRE NOVA VENECIA,1709.0,3460.0,49.39306358381503
32007485,EEPEF FAZENDA JACUTINGA,3203908,NOVA VENECIA,33,SRE NOVA VENECIA,10.0,20.0,50.0
32007515,EEEFM JOSE ZAMPROGNO,3203908,NOVA VENECIA,33,SRE NOVA VENECIA,1338.0,2400.0,55.75
32007744,EEEFM JOSE ANTONIO DA SILVA ONOFRE,3203908,NOVA VENECIA,33,SRE NOVA VENECIA,104.0,200.0,52.0
32007779,EEUEF VALDIVINO GROONER,3204708,SAO GABRIEL DA PALHA,33,SRE NOVA VENECIA,160.0,200.0,80.0
32007876,CEEFMTI GOVERNADOR GERSON CAMATA,3204708,SAO GABRIEL DA PALHA,33,SRE NOVA VENECIA,2254.0,4620.0,48.78787878787879
32007965,EEUEF CORREGO BLEY,3204708,SAO GABRIEL DA PALHA,33,SRE NOVA VENECIA,147.0,160.0,91.875
32007973,EEUEF CORREGO COMPRIDO,3204708,SAO GABRIEL DA PALHA,33,SRE NOVA VENECIA,43.0,60.0,71.66666666666667
32007981,EEEFM CORREGO DA LAPA,3204708,SAO GABRIEL DA PALHA,33,SRE NOVA VENECIA,182.0,260.0,70.0
32008007,EEEF CORREGO DAS ARARAS,3204708,SAO GABRIEL DA PALHA,33,SRE NOVA VENECIA,51.0,60.0,85.0
32008066,EEEF FAZENDA SUAVE,3204708,SAO GABRIEL DA PALHA,33,SRE NOVA VENECIA,73.0,80.0,91.25
32008104,EEEFM SAO JOAO BATISTA,3204708,SAO GABRIEL DA PALHA,33,SRE NOVA VENECIA,107.0,120.0,89.16666666666667
32008112,EEUEF SAO SALVADOR,3204708,SAO GABRIEL DA PALHA,33,SRE NOVA VENECIA,78.0,100.0,78.0
32008198,EEUEF CORREGO IRACEMA,3204708,SAO GABRIEL DA PALHA,33,SRE NOVA VENECIA,18.0,20.0,90.0
32008201,EEEFM FAZENDA LOVO,3204708,SAO GABRIEL DA PALHA,33,SRE NOVA VENECIA,24.0,40.0,60.0
32008236,EEEFM VERA CRUZ,3204708,SAO GABRIEL DA PALHA,33,SRE NOVA VENECIA,1121.0,2320.0,48.31896551724138
32008473,EEEF CORREGO QUEIXADA,3204708,SAO GABRIEL DA PALHA,33,SRE NOVA VENECIA,339.0,580.0,58.44827586206897
32008481,EEEF VALERIO,3205176,VILA VALERIO,33,SRE NOVA VENECIA,1558.0,2000.0,77.9
32008503,EEEFM ATILIO VIVACQUA,3205176,VILA VALERIO,33,SRE NOVA VENECIA,5662.0,8900.0,63.61797752808989
32008520,EEUEF ALTO VALERIO,3205176,VILA VALERIO,33,SRE NOVA VENECIA,71.0,120.0,59.166666666666664
32008627,EEUEF DUAS BARRAS,3204708,SAO GABRIEL DA PALHA,33,SRE NOVA VENECIA,70.0,80.0,87.5
32009038,EEEFM PASTOR ANTONIO NUNES DE CARVALHO,3200359,ALTO RIO NOVO,34,SRE COLATINA,4231.0,8400.0,50.36904761904762
32009402,EEEFM DR JONES DOS SANTOS NEVES,3200805,BAIXO GUANDU,34,SRE COLATINA,922.0,2040.0,45.19607843137255
32009461,EEEFM JOSE DAMASCENO FILHO,3200805,BAIXO GUANDU,34,SRE COLATINA,2992.0,7720.0,38.75647668393783
32010699,EEEFM PROFESSORA NEA MONTEIRO COSTA,3201506,COLATINA,34,SRE COLATINA,3856.0,7940.0,48.56423173803527
32010702,CEEFMTI CONDE DE LINHARES,3201506,COLATINA,34,SRE COLATINA,2868.0,5700.0,50.31578947368421
32010710,EEEFM GERALDO VARGAS NOGUEIRA,3201506,COLATINA,34,SRE COLATINA,8318.0,16880.0,49.27725118483412
32010729,EEEFM HONORIO FRAGA,3201506,COLATINA,34,SRE COLATINA,6751.0,13060.0,51.69218989280245
32010745,EEEFM PROF CAROLINA PICHLER,3201506,COLATINA,34,SRE COLATINA,978.0,1860.0,52.58064516129032
32010753,EEEFM RUBENS RANGEL,3201506,COLATINA,34,SRE COLATINA,4885.0,10800.0,45.23148148148148
32011709,EEEF DR MOACIR AVIDOS,3202256,GOVERNADOR LINDENBERG,34,SRE COLATINA,1128.0,2320.0,48.62068965517241
32011717,EEEFM PROFESSOR SANTOS PINTO,3202256,GOVERNADOR LINDENBERG,34,SRE COLATINA,2092.0,4960.0,42.17741935483871
32012420,EEEFM IRINEU MORELLO,3202256,GOVERNADOR LINDENBERG,34,SRE COLATINA,1665.0,2980.0,55.87248322147651
32012438,EEEFM PROF CARLOS MENDES,3202256,GOVERNADOR LINDENBERG,34,SRE COLATINA,1868.0,2920.0,63.97260273972603
32012713,EEEFM PADRE ANTONIO VOLKERS,3203353,MARILANDIA,34,SRE COLATINA,3847.0,8480.0,45.365566037735846
32013272,EEEFM ARARIBOIA,3204005,PANCAS,34,SRE COLATINA,1367.0,3560.0,38.39887640449438
32013728,EEEFM SEBASTIANA GRILO,3204005,PANCAS,34,SRE COLATINA,2561.0,5540.0,46.227436823104696
32013906,EEEFM JANUARIO RIBEIRO,3204005,PANCAS,34,SRE COLATINA,1905.0,3580.0,53.212290502793294
32014236,EEEFM SAO DOMINGOS,3204658,SAO DOMINGOS DO NORTE,34,SRE COLATINA,2514.0,5800.0,43.3448275862069
32014597,EEEFM DOM JOSE DALVIT,3203502,MONTANHA,33,SRE NOVA VENECIA,2716.0,7160.0,37.93296089385475
32014627,CEEFMTI PROFESSOR ELPIDIO CAMPOS DE OLIVEIRA,3203502,MONTANHA,33,SRE NOVA VENECIA,1708.0,3420.0,49.941520467836256
32014708,EEEFM BELA VISTA,3203502,MONTANHA,33,SRE NOVA VENECIA,57.0,80.0,71.25
32014724,EEPEF FRANCISCO DOMINGOS RAMOS,3203502,MONTANHA,33,SRE NOVA VENECIA,33.0,40.0,82.5
32014775,EEEFM PADRE MANOEL DA NOBREGA,3203502,MONTANHA,33,SRE NOVA VENECIA,842.0,2200.0,38.27272727272727
32015070,EEEFM PROF MARIA MAGDALENA DA SILVA,3204252,PONTO BELO,33,SRE NOVA VENECIA,4644.0,7460.0,62.25201072386059
32015089,EEEFM DE MUCURICI,3203601,MUCURICI,33,SRE NOVA VENECIA,1951.0,4640.0,42.047413793103445
32015496,EEEFM MARGEM DO ITAUNINHAS,3204104,PINHEIROS,33,SRE NOVA VENECIA,311.0,680.0,45.73529411764706
32015550,EEEFM SAO JOAO DO SOBRADO,3204104,PINHEIROS,33,SRE NOVA VENECIA,2343.0,3980.0,58.869346733668344
32015631,EEEM NOSSA SENHORA DE LOURDES,3204104,PINHEIROS,33,SRE NOVA VENECIA,5146.0,10940.0,47.03839122486289
32016158,EEEM PROF JOAQUIM FONSECA,3201605,CONCEICAO DA BARRA,31,SRE SAO MATEUS,5148.0,7760.0,66.34020618556701
32016352,EEEF ASSENTAMENTO UNIAO,3201605,CONCEICAO DA BARRA,31,SRE SAO MATEUS,439.0,760.0,57.76315789473684
32016387,EEEFM JOSE CARLOS CASTRO,3201605,CONCEICAO DA BARRA,31,SRE SAO MATEUS,4307.0,9040.0,47.64380530973451
32016441,EEPEF SAO BENEDITO,3201605,CONCEICAO DA BARRA,31,SRE SAO MATEUS,51.0,120.0,42.5
32016506,EEEFM CORREGO DO CEDRO,3201605,CONCEICAO DA BARRA,31,SRE SAO MATEUS,530.0,720.0,73.61111111111111
32016573,EEEFM XIII DE SETEMBRO,3204906,SAO MATEUS,31,SRE SAO MATEUS,586.0,760.0,77.10526315789474
32016662,EEEFM IRMA TEREZA ALTOE,3203056,JAGUARE,31,SRE SAO MATEUS,4144.0,8820.0,46.98412698412698
32016700,EEEM PEDRO PAULO GROBERIO,3203056,JAGUARE,31,SRE SAO MATEUS,6081.0,12440.0,48.88263665594855
32017243,EEEFM DR EDWARD ABREU DO NASCIMENTO,3204054,PEDRO CANARIO,31,SRE SAO MATEUS,4283.0,9540.0,44.895178197064986
32017286,EEEF PEDRO CANARIO RIBEIRO,3204054,PEDRO CANARIO,31,SRE SAO MATEUS,1802.0,4440.0,40.585585585585584
32017316,EEEF TRES DE MAIO,3204054,PEDRO CANARIO,31,SRE SAO MATEUS,796.0,1200.0,66.33333333333333
32017391,CEEFMTI MANOEL DUARTE DA CUNHA,3204054,PEDRO CANARIO,31,SRE SAO MATEUS,2166.0,4240.0,51.08490566037736
32017529,EEEFM PROF LUIZA BASTOS FARIA,3204054,PEDRO CANARIO,31,SRE SAO MATEUS,2345.0,4120.0,56.91747572815534
32017952,EEEFM AMERICO SILVARES,3204906,SAO MATEUS,31,SRE SAO MATEUS,1434.0,2680.0,53.507462686567166
32017995,EEEFM DR EMILIO ROBERTO ZANOTTI,3204906,SAO MATEUS,31,SRE SAO MATEUS,4332.0,7560.0,57.301587301587304
32018045,EEEF EGIDIO BORDONI,3204906,SAO MATEUS,31,SRE SAO MATEUS,2060.0,2400.0,85.83333333333333
32018061,EEEFM PIO XII,3204906,SAO MATEUS,31,SRE SAO MATEUS,1542.0,2900.0,53.172413793103445
32018096,EEEFM SANTO ANTONIO,3204906,SAO MATEUS,31,SRE SAO MATEUS,7028.0,14700.0,47.80952380952381
32018100,CEEFMTI MARITA MOTTA SANTOS,3204906,SAO MATEUS,31,SRE SAO MATEUS,3014.0,5360.0,56.23134328358209
32018169,EEEM CECILIANO ABEL DE ALMEIDA,3204906,SAO MATEUS,31,SRE SAO MATEUS,15216.0,24460.0,62.20768601798855
32019050,EEEFM CORREGO DE SANTA MARIA,3204906,SAO MATEUS,31,SRE SAO MATEUS,2327.0,4760.0,48.88655462184874
32019270,EEEF 27 DE OUTUBRO,3204906,SAO MATEUS,31,SRE SAO MATEUS,472.0,720.0,65.55555555555556
32019343,EEPEF PADRE EZEQUIEL,3204906,SAO MATEUS,31,SRE SAO MATEUS,35.0,80.0,43.75
32019378,EEPEF VALE DA VITORIA,3204906,SAO MATEUS,31,SRE SAO MATEUS,161.0,420.0,38.333333333333336
32019459,EEEFM NESTOR GOMES,3204906,SAO MATEUS,31,SRE SAO MATEUS,4362.0,10940.0,39.87202925045704
32019807,CEEMTI MONSENHOR GUILHERME SCHMITZ,3200607,ARACRUZ,30,SRE LINHARES,9664.0,13060.0,73.9969372128637
32020023,EEEFM PROFESSOR APARICIO ALVARENGA,3200607,ARACRUZ,30,SRE LINHARES,2429.0,6080.0,39.95065789473684
32020180,EEEFM DYLIO PENEDO,3200607,ARACRUZ,30,SRE LINHARES,2194.0,5880.0,37.31292517006803
32020333,EEEFM ERMENTINA LEAL,3200607,ARACRUZ,30,SRE LINHARES,3140.0,6420.0,48.90965732087228
32020341,EEEFM CABOCLO BERNARDO,3200607,ARACRUZ,30,SRE LINHARES,3135.0,6600.0,47.5
32020643,EEEFM PRIMO BITTI,3200607,ARACRUZ,30,SRE LINHARES,4652.0,9700.0,47.95876288659794
32020910,CEEFMTI NAIR MIRANDA,3202207,FUNDAO,27,SRE CARAPINA,1501.0,3220.0,46.61490683229814
32021194,EEEFM NARCEU DE PAIVA FILHO,3202504,IBIRACU,30,SRE LINHARES,2368.0,5600.0,42.285714285714285
32021259,EEEFM NOSSA SENHORA DA SAUDE,3202504,IBIRACU,30,SRE LINHARES,2420.0,4520.0,53.53982300884956
32021550,EEEFM JOAO NEIVA,3203130,JOAO NEIVA,30,SRE LINHARES,2913.0,6280.0,46.38535031847134
32021933,CEEFMTI BARTOUVINO COSTA,3203205,LINHARES,30,SRE LINHARES,4934.0,11300.0,43.663716814159294
32022050,EEEFM JOSE DE CALDAS BRITO,3203205,LINHARES,30,SRE LINHARES,9306.0,11360.0,81.91901408450704
32022158,EEEFM PROFESSORA REGINA BANHOS PAIXAO,3203205,LINHARES,30,SRE LINHARES,5163.0,11280.0,45.77127659574468
32022212,EEEFM POLIVALENTE DE LINHARES I,3203205,LINHARES,30,SRE LINHARES,4730.0,11360.0,41.63732394366197
32022360,EEEM EMIR DE MACEDO GOMES,3203205,LINHARES,30,SRE LINHARES,14203.0,31360.0,45.29017857142857
32022778,EEEFM PROFESSOR MANOEL ABREU,3203205,LINHARES,30,SRE LINHARES,4462.0,10460.0,42.65774378585086
32023014,EEEFM ARMANDO BARBOSA QUITIBA,3205010,SOORETAMA,30,SRE LINHARES,4139.0,10940.0,37.83363802559415
32023685,EEEFM VILA REGENCIA,3203205,LINHARES,30,SRE LINHARES,817.0,1660.0,49.21686746987952
32024134,EEEFM FAZENDA AMORIM,3205176,VILA VALERIO,33,SRE NOVA VENECIA,128.0,160.0,80.0
32024240,EEUEF CORREGO DO PAVAO,3205176,VILA VALERIO,33,SRE NOVA VENECIA,57.0,60.0,95.0
32024410,EEUEF NOVA JERUSALEM,3205176,VILA VALERIO,33,SRE NOVA VENECIA,70.0,120.0,58.333333333333336
32024550,EEEFM MANOEL SALUSTIANO DE SOUZA,3203205,LINHARES,30,SRE LINHARES,3111.0,5820.0,53.45360824742268
32025149,EEEFM BANANAL,3204351,RIO BANANAL,30,SRE LINHARES,3399.0,8640.0,39.34027777777778
32025920,CEEFMTI AFONSO CLAUDIO,3200102,AFONSO CLAUDIO,37,SRE AFONSO CLAUDIO,1417.0,2420.0,58.553719008264466
32026480,EEEFM LEOGILDO SEVERIANO DE SOUZA,3201159,BREJETUBA,37,SRE AFONSO CLAUDIO,695.0,1300.0,53.46153846153846
32026536,EEEFM MARLENE BRANDAO,3201159,BREJETUBA,37,SRE AFONSO CLAUDIO,1555.0,3300.0,47.121212121212125
