CD_ESCOLA,NM_ESCOLA,CD_MUNICIPIO,NM_MUNICIPIO,CD_REGIONAL,NM_REGIONAL,NU_ACERTO,NU_TOTAL,TX_ACERTO
32043694,EEEFM LYRA RIBEIRO SANTOS,3202405,GUARAPARI,28,SRE VILA VELHA,2002.0,3940.0,50.81218274111675
32043830,EEEM GUARAPARI,3202405,GUARAPARI,28,SRE VILA VELHA,4142.0,8580.0,48.27505827505828
32044364,EEEFM CEL ANTONIO DUARTE,3202603,ICONHA,35,SRE CACHOEIRO DE ITAPEMIRIM,4879.0,8980.0,54.33184855233853
32044747,EEEFM PROFESSORA FILOMENA QUITIBA,3204203,PIUMA,28,SRE VILA VELHA,5442.0,11100.0,49.027027027027025
32044950,EEEFM WALDEMIRO HEMERLY,3204401,RIO NOVO DO SUL,35,SRE CACHOEIRO DE ITAPEMIRIM,5308.0,9320.0,56.952789699570815
32045360,EEEFM PROFESSOR PEDRO SIMAO,3200201,ALEGRE,36,SRE COMENDADORA JUREMA MORETZ SOHN,2480.0,5340.0,46.441947565543074
32045379,CEEFMTI ARISTEU AGUIAR,3200201,ALEGRE,36,SRE COMENDADORA JUREMA MORETZ SOHN,2457.0,5080.0,48.36614173228347
32045719,EEEFM ANA MONTEIRO DE PAIVA,3200201,ALEGRE,36,SRE COMENDADORA JUREMA MORETZ SOHN,1469.0,2020.0,72.72277227722772
32045867,EEEFM OSCAR DE ALMEIDA GAMA,3200201,ALEGRE,36,SRE COMENDADORA JUREMA MORETZ SOHN,1126.0,1620.0,69.50617283950618
32046022,EEEFM JOSE CORRENTE,3200201,ALEGRE,36,SRE COMENDADORA JUREMA MORETZ SOHN,2457.0,3560.0,69.01685393258427
32046103,EEEFM SIRENA REZENDE FONSECA,3200201,ALEGRE,36,SRE COMENDADORA JUREMA MORETZ SOHN,1663.0,3240.0,51.32716049382716
32046197,EEEFM PROFª CELIA TEIXEIRA DO CARMO,3200201,ALEGRE,36,SRE COMENDADORA JUREMA MORETZ SOHN,3166.0,4800.0,65.95833333333333
32046383,EEEFM JUVENAL NOLASCO,3201803,DIVINO DE SAO LOURENCO,36,SRE COMENDADORA JUREMA MORETZ SOHN,2292.0,4500.0,50.93333333333333
32046634,EEEFM PEDRO DE ALCANTARA GALVEAS,3202009,DORES DO RIO PRETO,36,SRE COMENDADORA JUREMA MORETZ SOHN,3230.0,5780.0,55.88235294117647
32046642,EEEFM SAO JOSE - DORES DO RIO PRETO,3202009,DORES DO RIO PRETO,36,SRE COMENDADORA JUREMA MORETZ SOHN,1787.0,3520.0,50.76704545454545
32046901,EEEFM ANTONIO CARNEIRO RIBEIRO,3202306,GUACUI,36,SRE COMENDADORA JUREMA MORETZ SOHN,4675.0,10000.0,46.75
32047002,CEEFMTI MONSENHOR MIGUEL DE SANCTIS,3202306,GUACUI,36,SRE COMENDADORA JUREMA MORETZ SOHN,543.0,1840.0,29.51086956521739
32047720,EEEFM PROFESSORA MARIA TRINDADE DE OLIVEIRA,3202454,IBATIBA,36,SRE COMENDADORA JUREMA MORETZ SOHN,6614.0,12680.0,52.1608832807571
32048092,EEEFM ANTONIO LEMOS JUNIOR,3202553,IBITIRAMA,36,SRE COMENDADORA JUREMA MORETZ SOHN,3585.0,6120.0,58.57843137254902
32048106,EEEFM OLAVO RODRIGUES DA COSTA,3202553,IBITIRAMA,36,SRE COMENDADORA JUREMA MORETZ SOHN,2742.0,4320.0,63.47222222222222
32048459,EEEFM BERNARDO HORTA,3202652,IRUPI,36,SRE COMENDADORA JUREMA MORETZ SOHN,4413.0,8040.0,54.88805970149254
32048920,CEEFMTI HENRIQUE COUTINHO,3203007,IUNA,36,SRE COMENDADORA JUREMA MORETZ SOHN,3491.0,8120.0,42.99261083743843
32049242,EEEFM PADRE AFONSO BRAZ,3203007,IUNA,36,SRE COMENDADORA JUREMA MORETZ SOHN,3321.0,5920.0,56.097972972972975
32049536,CEEFMTI BRAULIO FRANCO,3203700,MUNIZ FREIRE,36,SRE COMENDADORA JUREMA MORETZ SOHN,3930.0,5960.0,65.93959731543625
32050364,EEEFM ARQUIMIMO MATTOS,3203700,MUNIZ FREIRE,36,SRE COMENDADORA JUREMA MORETZ SOHN,4019.0,6740.0,59.62908011869436
32050984,EEEFM CANDIDA POVOA,3200508,APIACA,36,SRE COMENDADORA JUREMA MORETZ SOHN,2009.0,4360.0,46.07798165137615
32051328,EEEFM FERNANDO DE ABREU,3200706,ATILIO VIVACQUA,35,SRE CACHOEIRO DE ITAPEMIRIM,3344.0,6660.0,50.210210210210214
32051840,EEEFM HORACIO PLINIO,3201100,BOM JESUS DO NORTE,36,SRE COMENDADORA JUREMA MORETZ SOHN,958.0,2100.0,45.61904761904762
32052103,EEEM CEI ATTILA DE ALMEIDA MIRANDA,3201209,CACHOEIRO DE ITAPEMIRIM,35,SRE CACHOEIRO DE ITAPEMIRIM,10644.0,20080.0,53.00796812749004
32052189,EEEFM AGOSTINHO SIMONATO,3201209,CACHOEIRO DE ITAPEMIRIM,35,SRE CACHOEIRO DE ITAPEMIRIM,4053.0,7640.0,53.04973821989529
32052235,EEEFM BERNARDINO MONTEIRO,3201209,CACHOEIRO DE ITAPEMIRIM,35,SRE CACHOEIRO DE ITAPEMIRIM,2010.0,3540.0,56.779661016949156
32052243,EEEFM CAROLINA PASSOS GAIGHER,3201209,CACHOEIRO DE ITAPEMIRIM,35,SRE CACHOEIRO DE ITAPEMIRIM,1820.0,3060.0,59.47712418300654
32052308,CEEFMTI FRANCISCO COELHO AVILA JUNIOR,3201209,CACHOEIRO DE ITAPEMIRIM,35,SRE CACHOEIRO DE ITAPEMIRIM,3704.0,6960.0,53.2183908045977
32052316,EEEFM FRATERNIDADE E LUZ,3201209,CACHOEIRO DE ITAPEMIRIM,35,SRE CACHOEIRO DE ITAPEMIRIM,4038.0,6500.0,62.12307692307692
32052340,EEEFM PROFESSORA INAH WERNECK,3201209,CACHOEIRO DE ITAPEMIRIM,35,SRE CACHOEIRO DE ITAPEMIRIM,3388.0,6460.0,52.44582043343653
32052405,EEEFM LIONS SEBASTIAO PAIVA VIDAURRE,3201209,CACHOEIRO DE ITAPEMIRIM,35,SRE CACHOEIRO DE ITAPEMIRIM,3115.0,6740.0,46.21661721068249
32052499,EEEFM NEWTRO FERREIRA DE ALMEIDA,3201209,CACHOEIRO DE ITAPEMIRIM,35,SRE CACHOEIRO DE ITAPEMIRIM,1236.0,2440.0,50.65573770491803
32052529,EEEFM PRESIDENTE GETULIO VARGAS,3201209,CACHOEIRO DE ITAPEMIRIM,35,SRE CACHOEIRO DE ITAPEMIRIM,9447.0,17740.0,53.252536640360766
32052545,EEEFM PROF CLAUDIONOR RIBEIRO,3201209,CACHOEIRO DE ITAPEMIRIM,35,SRE CACHOEIRO DE ITAPEMIRIM,3752.0,7220.0,51.96675900277008
32052618,EEEFM PROF HOSANA SALLES,3201209,CACHOEIRO DE ITAPEMIRIM,35,SRE CACHOEIRO DE ITAPEMIRIM,4126.0,7320.0,56.36612021857923
32052634,EEEFM QUINTILIANO DE AZEVEDO,3201209,CACHOEIRO DE ITAPEMIRIM,35,SRE CACHOEIRO DE ITAPEMIRIM,3477.0,7100.0,48.971830985915496
32052650,EEEF SANTA CECILIA,3201209,CACHOEIRO DE ITAPEMIRIM,35,SRE CACHOEIRO DE ITAPEMIRIM,1021.0,1960.0,52.09183673469388
32052693,EEEFM WILSON RESENDE,3201209,CACHOEIRO DE ITAPEMIRIM,35,SRE CACHOEIRO DE ITAPEMIRIM,1735.0,3280.0,52.896341463414636
32052731,CEEFMTI LICEU MUNIZ FREIRE,3201209,CACHOEIRO DE ITAPEMIRIM,35,SRE CACHOEIRO DE ITAPEMIRIM,3021.0,4900.0,61.6530612244898
32052847,EEEFM PROF PETRONILHA VIDIGAL,3201209,CACHOEIRO DE ITAPEMIRIM,35,SRE CACHOEIRO DE ITAPEMIRIM,3020.0,5420.0,55.71955719557196
32053860,EEEFM ZACHEU MOREIRA DA FRAGA,3201209,CACHOEIRO DE ITAPEMIRIM,35,SRE CACHOEIRO DE ITAPEMIRIM,3762.0,6840.0,55.0
32054092,EEEFM JOAO BLEY,3201407,CASTELO,35,SRE CACHOEIRO DE ITAPEMIRIM,9217.0,16740.0,55.05973715651135
32055510,EEEFM JERONIMO MONTEIRO,3203106,JERONIMO MONTEIRO,35,SRE CACHOEIRO DE ITAPEMIRIM,3742.0,7900.0,47.36708860759494
32055820,CEEFMTI ANTONIO ACHA,3203403,MIMOSO DO SUL,35,SRE CACHOEIRO DE ITAPEMIRIM,1403.0,3180.0,44.119496855345915
32055838,EEEFM MONSENHOR ELIAS TOMASI,3203403,MIMOSO DO SUL,35,SRE CACHOEIRO DE ITAPEMIRIM,5913.0,12220.0,48.387888707037646
32057474,EEEFM MARCONDES DE SOUZA,3203809,MUQUI,35,SRE CACHOEIRO DE ITAPEMIRIM,4949.0,7300.0,67.79452054794521
32057504,CEEFMTI SENADOR DIRCEU CARDOSO,3203809,MUQUI,35,SRE CACHOEIRO DE ITAPEMIRIM,1687.0,3840.0,43.932291666666664
32058268,EEEFM MERCES GARCIA VIEIRA,3204807,SAO JOSE DO CALCADO,36,SRE COMENDADORA JUREMA MORETZ SOHN,2287.0,4860.0,47.05761316872428
32058918,EEEFM PRESIDENTE LUEBKE,3205036,VARGEM ALTA,35,SRE CACHOEIRO DE ITAPEMIRIM,3646.0,6700.0,54.417910447761194
32059310,EEEFM AGOSTINHO AGRIZZI,3205036,VARGEM ALTA,35,SRE CACHOEIRO DE ITAPEMIRIM,2330.0,4240.0,54.95283018867924
32059850,EEEFM DOMINGOS JOSE MARTINS,3203320,MARATAIZES,35,SRE CACHOEIRO DE ITAPEMIRIM,8027.0,14060.0,57.09103840682788
32059868,EEEM PROF JOSE VEIGA DA SILVA,3203320,MARATAIZES,35,SRE CACHOEIRO DE ITAPEMIRIM,8227.0,15400.0,53.422077922077925
32059876,EEEF GRAUNA,3202801,ITAPEMIRIM,35,SRE CACHOEIRO DE ITAPEMIRIM,1687.0,2440.0,69.13934426229508
32059906,EEEFM LEOPOLDINO ROCHA,3202801,ITAPEMIRIM,35,SRE CACHOEIRO DE ITAPEMIRIM,6025.0,11540.0,52.20970537261699
32059965,CEEFMTI WASHINGTON PINHEIRO MEIRELLES,3202801,ITAPEMIRIM,35,SRE CACHOEIRO DE ITAPEMIRIM,3010.0,5920.0,50.8445945945946
32060696,EEEFM ANTONIO JACQUES SOARES,3202801,ITAPEMIRIM,35,SRE CACHOEIRO DE ITAPEMIRIM,1761.0,3680.0,47.85326086956522
32060920,EEEFM PRESIDENTE KENNEDY,3204302,PRESIDENTE KENNEDY,35,SRE CACHOEIRO DE ITAPEMIRIM,3594.0,6540.0,54.95412844036697
32061943,EEEFM PROFESSORA MARIA DA PAZ PIMENTEL,3202207,FUNDAO,27,SRE CARAPINA,3814.0,4980.0,76.5863453815261
32062648,EEEM PROFESSOR AGENOR RORIS,3205200,VILA VELHA,28,SRE VILA VELHA,10606.0,21240.0,49.93408662900188
32062710,EEEFM VALDICIO BARBOSA DOS SANTOS,3201605,CONCEICAO DA BARRA,31,SRE SAO MATEUS,545.0,740.0,73.64864864864865
32063199,EEEFM ELZA LEMOS ANDREATTA,3205309,VITORIA,27,SRE CARAPINA,7424.0,20660.0,35.93417231364956
32065027,EEEM AUGUSTO RUSCHI,3205101,VIANA,29,SRE CARIACICA,916.0,3040.0,30.13157894736842
32065043,CEEFMTI EWERTON MONTENEGRO GUIMARAES,3205101,VIANA,29,SRE CARIACICA,932.0,2520.0,36.98412698412698
32065051,EEEM IRMA DULCE LOPES PONTE,3205101,VIANA,29,SRE CARIACICA,6631.0,16900.0,39.23668639053255
32065264,EEEFM FRANCISCA PEIXOTO MIGUEL,3205002,SERRA,27,SRE CARAPINA,5363.0,12160.0,44.10361842105263
32065370,EEEFM PROF MARIA OLINDA DE OLIVEIRA MENEZES,3205002,SERRA,27,SRE CARAPINA,5000.0,7900.0,63.29113924050633
32066333,EEEFM ZUMBI DOS PALMARES - SERRA,3205002,SERRA,27,SRE CARAPINA,6908.0,16020.0,43.1210986267166
32069758,EEEFM ASSENTAMENTO OURO VERDE,3203908,NOVA VENECIA,33,SRE NOVA VENECIA,37.0,60.0,61.666666666666664
32070853,EEEF FRANCISCO ALVES MENDES,3205002,SERRA,27,SRE CARAPINA,4440.0,7720.0,57.512953367875646
32073330,EEEFM MISAEL PINTO NETTO,3200607,ARACRUZ,30,SRE LINHARES,8402.0,15180.0,55.34914361001317
32073445,EEEFM NEA SALLES NUNES PEREIRA,3201308,CARIACICA,29,SRE CARIACICA,4286.0,9580.0,44.73903966597077
32073704,EEPEF MARIA OLINDA DE MENEZES,3204104,PINHEIROS,33,SRE NOVA VENECIA,151.0,160.0,94.375
32073712,EEEFM SATURNINO RIBEIRO DOS SANTOS,3204104,PINHEIROS,33,SRE NOVA VENECIA,229.0,380.0,60.26315789473684
32074425,EEEFM ANTONIO JOSE PEIXOTO MIGUEL,3205002,SERRA,27,SRE CARAPINA,6020.0,14240.0,42.2752808988764
32075936,EEEFM PROFESSORA ANTONIETA BANHOS FERNANDES,3203205,LINHARES,30,SRE LINHARES,3352.0,7680.0,43.645833333333336
32076410,EEEFM DR JOSE MOYSES,3201308,CARIACICA,29,SRE CARIACICA,4171.0,12540.0,33.261562998405104
32078170,EEEFM GUILHERME MILANEZE,3205036,VARGEM ALTA,35,SRE CACHOEIRO DE ITAPEMIRIM,2634.0,3900.0,67.53846153846153
32078315,EEEM SOBREIRO,3203163,LARANJA DA TERRA,37,SRE AFONSO CLAUDIO,773.0,1340.0,57.6865671641791
32078536,EEEM MENINO JESUS,3203700,MUNIZ FREIRE,36,SRE COMENDADORA JUREMA MORETZ SOHN,278.0,600.0,46.333333333333336
32078552,EEEFM ANTONIO SABATINI SIMONI,3203403,MIMOSO DO SUL,35,SRE CACHOEIRO DE ITAPEMIRIM,2375.0,3880.0,61.21134020618557
32078587,EEEFM SANTISSIMA TRINDADE,3203007,IUNA,36,SRE COMENDADORA JUREMA MORETZ SOHN,5967.0,11680.0,51.08732876712329
32078625,EEEFM GUILHERMINA HULDA KRUGER REINHOLZ,3204500,SANTA LEOPOLDINA,29,SRE CARIACICA,273.0,880.0,31.022727272727273
32078650,EEEM DUNAS DE ITAUNAS,3201605,CONCEICAO DA BARRA,31,SRE SAO MATEUS,574.0,1440.0,39.861111111111114
32078722,EEEFM WALLACE CASTELLO DUTRA,3204906,SAO MATEUS,31,SRE SAO MATEUS,5631.0,12820.0,43.92355694227769
32079214,EEEM PROF MARIA CANDIDO KNEIPP,3203700,MUNIZ FREIRE,36,SRE COMENDADORA JUREMA MORETZ SOHN,301.0,520.0,57.88461538461539
32079230,EEEM MARIO GURGEL,3205200,VILA VELHA,28,SRE VILA VELHA,4474.0,14660.0,30.518417462482947
32079338,EEEM PROF RENATO JOSE DA COSTA PACHECO,3205309,VITORIA,27,SRE CARAPINA,10707.0,22680.0,47.20899470899471
32079389,EEEFM VIRGINIA NOVA,3204401,RIO NOVO DO SUL,35,SRE CACHOEIRO DE ITAPEMIRIM,1581.0,2560.0,61.7578125
32079435,EEEM MARIA DALVA GAMA BERNABE,3203908,NOVA VENECIA,33,SRE NOVA VENECIA,1018.0,2220.0,45.85585585585586
32079451,EEEM ZEFERINO OLIOSI,3203908,NOVA VENECIA,33,SRE NOVA VENECIA,208.0,660.0,31.515151515151516
32079478,EEEFM PAULO FREIRE,3203502,MONTANHA,33,SRE NOVA VENECIA,110.0,160.0,68.75
32079486,EEEF OCTAVIANO RODRIGUES DE CARVALHO,3204252,PONTO BELO,33,SRE NOVA VENECIA,160.0,220.0,72.72727272727273
32079842,EEEFM CANDIDO PORTINARI,3205010,SOORETAMA,30,SRE LINHARES,3308.0,7320.0,45.19125683060109
32080220,EEUEF ASSENTAMENTO ADAO PRETTO,3203908,NOVA VENECIA,33,SRE NOVA VENECIA,135.0,160.0,84.375
32080727,EEEM MATA FRIA,3200102,AFONSO CLAUDIO,37,SRE AFONSO CLAUDIO,0.0,0.0,
32080735,EEEFM SERRA SEDE,3205002,SERRA,27,SRE CARAPINA,3637.0,7580.0,47.98153034300792
32080867,CEEMTI BAIXO GUANDU,3200805,BAIXO GUANDU,34,SRE COLATINA,4369.0,7660.0,57.03655352480418
32081294,EEIEFM ALDEIA CAIEIRAS VELHA,3200607,ARACRUZ,30,SRE LINHARES,812.0,1820.0,44.61538461538461
32081391,CEEFMTI SAO PEDRO DR AGESANDRO DA COSTA PEREIRA,3205309,VITORIA,27,SRE CARAPINA,1361.0,3500.0,38.885714285714286
32081618,CEEFMTI JOAQUIM BEATO,3205002,SERRA,27,SRE CARAPINA,1855.0,3880.0,47.80927835051546
32081634,CEEFMTI PASTOR OLIVEIRA DE ARAUJO,3205200,VILA VELHA,28,SRE VILA VELHA,1765.0,4760.0,37.07983193277311
32082037,EEEFM JOSE CUPERTINO,3200102,AFONSO CLAUDIO,37,SRE AFONSO CLAUDIO,4453.0,9540.0,46.677148846960165
32082223,CEEFMTI DR GETUNILDO PIMENTEL,3205002,SERRA,27,SRE CARAPINA,2205.0,5060.0,43.57707509881423
32082231,CEEMTI PAULO FREIRE,3200409,ANCHIETA,28,SRE VILA VELHA,7651.0,13200.0,57.96212121212121
32082274,EEEFM ILDA FERREIRA DA FONSECA MARTINS,3204708,SAO GABRIEL DA PALHA,33,SRE NOVA VENECIA,7955.0,13860.0,57.3953823953824
32082533,CEEFMTI ELISA PAIVA,3201704,CONCEICAO DO CASTELO,37,SRE AFONSO CLAUDIO,1642.0,3120.0,52.62820512820513
32083114,EECOR DE COLATINA,3201506,COLATINA,34,SRE COLATINA,1013.0,1500.0,67.53333333333333
32083840,EEEF PROFESSORA DEUSZUITA RIBEIRO MACHADO,3204054,PEDRO CANARIO,31,SRE SAO MATEUS,593.0,1580.0,37.53164556962025
32094604,EEEM FRANCISCO GUILHERME,3204559,SANTA MARIA DE JETIBA,37,SRE AFONSO CLAUDIO,688.0,1600.0,43.0
32096402,EEUEF ROSANGELA LEITE ALVES,3203502,MONTANHA,33,SRE NOVA VENECIA,96.0,160.0,60.0
32096801,EEEFM AUGUSTO DE OLIVEIRA,3201605,CONCEICAO DA BARRA,31,SRE SAO MATEUS,1948.0,5200.0,37.46153846153846
32102020,EEEFM PAULO DAMIAO TRISTAO PURINHA,3203205,LINHARES,30,SRE LINHARES,428.0,720.0,59.44444444444444
32102046,EEUEF MADRE CRISTINA,3204005,PANCAS,34,SRE COLATINA,0.0,0.0,
32134010,EEEFM VILA NOVA DE COLARES,3205002,SERRA,27,SRE CARAPINA,5470.0,15540.0,35.1994851994852
