cod_inep,nome_escola,municipio,latitude,longitude,idebes,ama_nu_acerto,ama_nu_total,ama_tx_acerto,olimpiada,participante,regional
32043660,EEEFM ZULEIMA FORTES FARIA,GUARAPARI,-20.6638097,-40.5075077,4.8,4327.0,8700.0,49.735632183908045,5.647058823529412,0,SRE Vila Velha
32043686,EEEM DOUTOR SILVA MELLO,GUARAPARI,-20.67295135,-40.50267284,4.7,10824.0,21340.0,50.72164948453608,4.666666666666667,0,SRE Vila Velha
32043694,EEEFM LYRA RIBEIRO SANTOS,GUARAPARI,-20.6831843,-40.5149008,4.4,2002.0,3940.0,50.81218274111675,5.666666666666667,0,SRE Vila Velha
32043830,EEEM GUARAPARI,GUARAPARI,-20.6711598,-40.4974091,4.8,4142.0,8580.0,48.27505827505828,5.818181818181818,1,SRE Vila Velha
32044364,EEEFM CEL ANTONIO DUARTE,ICONHA,-20.7895301,-40.8159331,5.4,4879.0,8980.0,54.33184855233853,7.0,0,SRE Cachoeiro de Itapemirim
32044747,EEEFM PROFESSORA FILOMENA QUITIBA,PIÚMA,-20.83773565,-40.72666275,4.8,5442.0,11100.0,49.02702702702703,4.666666666666667,0,SRE Vila Velha
32044950,EEEFM WALDEMIRO HEMERLY,RIO NOVO DO SUL,-20.8638162,-40.9323705,4.6,5308.0,9320.0,56.952789699570815,5.825,1,SRE Cachoeiro de Itapemirim
32045360,EEEFM PROFESSOR PEDRO SIMAO,ALEGRE,-20.7664681,-41.5458981,5.7,2480.0,5340.0,46.441947565543074,5.0,0,SRE Guaçuí
32045379,CEEFMTI ARISTEU AGUIAR,ALEGRE,-20.7589086,-41.5374543,5.3,2457.0,5080.0,48.36614173228347,7.0,0,SRE Guaçuí
32045719,EEEFM ANA MONTEIRO DE PAIVA,ALEGRE,-20.611608,-41.4496379,5.3,1469.0,2020.0,72.72277227722772,4.0,1,SRE Guaçuí
32045867,EEEFM OSCAR DE ALMEIDA GAMA,ALEGRE,-20.5928034,-41.555549,6.8,1126.0,1620.0,69.50617283950618,5.0,1,SRE Guaçuí
32046022,EEEFM JOSE CORRENTE,ALEGRE,-20.8684109,-41.5716169,5.8,2457.0,3560.0,69.01685393258427,4.888888888888889,0,SRE Guaçuí
32046103,EEEFM SIRENA REZENDE FONSECA,ALEGRE,-20.7647567,-41.592005,5.2,1663.0,3240.0,51.32716049382716,5.75,0,SRE Guaçuí
32046197,EEEFM PROFª CELIA TEIXEIRA DO CARMO,ALEGRE,-20.7567023,-41.4591117,5.2,3166.0,4800.0,65.95833333333333,4.8,0,SRE Guaçuí
32046383,EEEFM JUVENAL NOLASCO,DIVINO DE SÃO LOURENÇO,-20.6223125,-41.6866183,5.5,2292.0,4500.0,50.93333333333333,5.25,0,SRE Guaçuí
32046634,EEEFM PEDRO DE ALCANTARA GALVEAS,DORES DO RIO PRETO,-20.692903,-41.8489949,5.1,3230.0,5780.0,55.88235294117647,5.666666666666667,0,SRE Guaçuí
32046642,EEEFM SAO JOSE - DORES DO RIO PRETO,DORES DO RIO PRETO,-20.5551893,-41.8187705,5.4,1787.0,3520.0,50.76704545454545,5.0,0,SRE Guaçuí
32046901,EEEFM ANTONIO CARNEIRO RIBEIRO,GUAÇUÍ,-20.770824,-41.6788325,4.7,4675.0,10000.0,46.75,5.5,0,SRE Guaçuí
32047002,CEEFMTI MONSENHOR MIGUEL DE SANCTIS,GUAÇUÍ,-20.7845189,-41.6842821,4.3,543.0,1840.0,29.51086956521739,3.2,0,SRE Guaçuí
32047720,EEEFM PROFESSORA MARIA TRINDADE DE OLIVEIRA,IBATIBA,-20.23469332,-41.50818648,5.2,6614.0,12680.0,52.1608832807571,5.564102564102564,0,SRE Guaçuí
32048092,EEEFM ANTONIO LEMOS JUNIOR,IBITIRAMA,-20.5388465,-41.6612205,4.9,3585.0,6120.0,58.57843137254902,4.8,0,SRE Guaçuí
32048106,EEEFM OLAVO RODRIGUES DA COSTA,IBITIRAMA,-20.5133586,-41.7159909,4.8,2742.0,4320.0,63.47222222222222,5.818181818181818,0,SRE Guaçuí
32048459,EEEFM BERNARDO HORTA,IRUPI,-20.3459965,-41.6411507,5.3,4413.0,8040.0,54.88805970149254,5.03030303030303,0,SRE Guaçuí
32048920,CEEFMTI HENRIQUE COUTINHO,IÚNA,-20.347524,-41.5323537,5.0,3491.0,8120.0,42.99261083743843,5.583333333333333,0,SRE Guaçuí
32049242,EEEFM PADRE AFONSO BRAZ,IÚNA,-20.2771509,-41.7778903,5.2,3321.0,5920.0,56.097972972972975,5.2631578947368425,1,SRE Guaçuí
32049536,CEEFMTI BRAULIO FRANCO,MUNIZ FREIRE,-20.4629482,-41.4130894,5.5,3930.0,5960.0,65.93959731543625,5.607142857142857,1,SRE Guaçuí
32050364,EEEFM ARQUIMIMO MATTOS,MUNIZ FREIRE,-20.336727,-41.3902912,5.7,4019.0,6740.0,59.62908011869436,5.076923076923077,0,SRE Guaçuí
32050984,EEEFM CANDIDA POVOA,APIACÁ,-21.15134197,-41.56941055,4.8,2009.0,4360.0,46.07798165137615,6.0,0,SRE Guaçuí
32051328,EEEFM FERNANDO DE ABREU,ATÍLIO VIVÁCQUA,-20.9128758,-41.1963302,6.4,3344.0,6660.0,50.21021021021021,3.727272727272727,0,SRE Cachoeiro de Itapemirim
32051840,EEEFM HORACIO PLINIO,BOM JESUS DO NORTE,-21.1327674,-41.6782577,5.1,958.0,2100.0,45.61904761904762,3.692307692307693,0,SRE Guaçuí
32052081,CEEJA DE CACHOEIRO DE ITAPEMIRIM,CACHOEIRO DE ITAPEMIRIM,-20.85384157,-41.10562865,0.0,0.0,0.0,0.0,3.8,0,SRE Cachoeiro de Itapemirim
32052103,EEEM CEI ATTILA DE ALMEIDA MIRANDA,CACHOEIRO DE ITAPEMIRIM,-20.8423045,-41.12856382,4.7,10644.0,20080.0,53.00796812749004,5.79,0,SRE Cachoeiro de Itapemirim
32052189,EEEFM AGOSTINHO SIMONATO,CACHOEIRO DE ITAPEMIRIM,-20.84987253,-41.14631918,5.3,4053.0,7640.0,53.04973821989529,4.735294117647059,0,SRE Cachoeiro de Itapemirim
32052189,EEEFM AGOSTINHO SIMONATO,CACHOEIRO DE ITAPEMIRIM,-20.84987253,-41.14631918,5.3,4053.0,7640.0,53.04973821989529,6.195652173913044,0,SRE Cachoeiro de Itapemirim
32052235,EEEFM BERNARDINO MONTEIRO,CACHOEIRO DE ITAPEMIRIM,-20.8595481,-41.1180524,0.0,2010.0,3540.0,56.77966101694916,0.0,0,SRE Cachoeiro de Itapemirim
32052243,EEEFM CAROLINA PASSOS GAIGHER,CACHOEIRO DE ITAPEMIRIM,-20.84480421,-41.10885943,0.0,1820.0,3060.0,59.47712418300654,0.0,0,SRE Cachoeiro de Itapemirim
32052308,CEEFMTI FRANCISCO COELHO AVILA JUNIOR,CACHOEIRO DE ITAPEMIRIM,-20.85340404,-41.09369801,5.4,3704.0,6960.0,53.2183908045977,4.75,0,SRE Cachoeiro de Itapemirim
32052316,EEEFM FRATERNIDADE E LUZ,CACHOEIRO DE ITAPEMIRIM,-20.85419856,-41.11223526,5.1,4038.0,6500.0,62.12307692307692,7.314285714285714,0,SRE Cachoeiro de Itapemirim
32052340,EEEFM PROFESSORA INAH WERNECK,CACHOEIRO DE ITAPEMIRIM,-20.8415364,-41.1169186,0.0,3388.0,6460.0,52.44582043343653,0.0,0,SRE Cachoeiro de Itapemirim
32052405,EEEFM LIONS SEBASTIAO PAIVA VIDAURRE,CACHOEIRO DE ITAPEMIRIM,-20.8324401,-41.1561586,5.1,3115.0,6740.0,46.21661721068249,7.0,0,SRE Cachoeiro de Itapemirim
32052499,EEEFM NEWTRO FERREIRA DE ALMEIDA,CACHOEIRO DE ITAPEMIRIM,-20.87553298,-41.10454487,4.5,1236.0,2440.0,50.65573770491803,6.5,0,SRE Cachoeiro de Itapemirim
32052529,EEEFM PRESIDENTE GETULIO VARGAS,CACHOEIRO DE ITAPEMIRIM,-20.8419193,-41.1144427,4.8,9447.0,17740.0,53.252536640360766,6.090909090909091,0,SRE Cachoeiro de Itapemirim
32052545,EEEFM PROF CLAUDIONOR RIBEIRO,CACHOEIRO DE ITAPEMIRIM,-20.84268949,-41.12630747,4.7,3752.0,7220.0,51.96675900277008,5.352941176470588,0,SRE Cachoeiro de Itapemirim
32052618,EEEFM PROF HOSANA SALLES,CACHOEIRO DE ITAPEMIRIM,-20.8313409,-41.1760536,5.2,4126.0,7320.0,56.36612021857923,4.928571428571429,0,SRE Cachoeiro de Itapemirim
32052634,EEEFM QUINTILIANO DE AZEVEDO,CACHOEIRO DE ITAPEMIRIM,-20.8463483,-41.12578,0.0,3477.0,7100.0,48.971830985915496,0.0,0,SRE Cachoeiro de Itapemirim
32052650,EEEF SANTA CECILIA,CACHOEIRO DE ITAPEMIRIM,-20.8408989,-41.1092388,0.0,1021.0,1960.0,52.09183673469388,0.0,0,SRE Cachoeiro de Itapemirim
32052693,EEEFM WILSON RESENDE,CACHOEIRO DE ITAPEMIRIM,-20.6806538,-41.3473509,4.4,1735.0,3280.0,52.89634146341464,3.875,0,SRE Cachoeiro de Itapemirim
32052731,CEEFMTI LICEU MUNIZ FREIRE,CACHOEIRO DE ITAPEMIRIM,-20.8530326,-41.1063251,5.0,3021.0,4900.0,61.6530612244898,5.555555555555555,0,SRE Cachoeiro de Itapemirim
32052847,EEEFM PROF PETRONILHA VIDIGAL,CACHOEIRO DE ITAPEMIRIM,-20.728055,-41.13268167,4.8,3020.0,5420.0,55.71955719557196,6.0,0,SRE Cachoeiro de Itapemirim
32053860,EEEFM ZACHEU MOREIRA DA FRAGA,CACHOEIRO DE ITAPEMIRIM,-20.7633816,-41.0595082,5.0,3762.0,6840.0,55.0,4.319148936170213,0,SRE Cachoeiro de Itapemirim
32054092,EEEFM JOAO BLEY,CASTELO,-20.6104901,-41.2028224,5.6,9217.0,16740.0,55.05973715651135,0.0,0,SRE Cachoeiro de Itapemirim
32054343,CEET EMILIO NEMER,CASTELO,-20.6030335,-41.2051555,0.0,0.0,0.0,0.0,0.0,0,SRE Cachoeiro de Itapemirim
32055510,EEEFM JERONIMO MONTEIRO,JERÔNIMO MONTEIRO,-20.7907466,-41.3946291,4.8,3742.0,7900.0,47.36708860759494,0.0,0,SRE Cachoeiro de Itapemirim
32055820,CEEFMTI ANTONIO ACHA,MIMOSO DO SUL,-21.0644792,-41.3681327,4.9,1403.0,3180.0,44.11949685534592,4.8,0,SRE Cachoeiro de Itapemirim
32055838,EEEFM MONSENHOR ELIAS TOMASI,MIMOSO DO SUL,-21.0597569,-41.3581031,4.8,5913.0,12220.0,48.387888707037646,6.142857142857143,0,SRE Cachoeiro de Itapemirim
32057474,EEEFM MARCONDES DE SOUZA,MUQUI,-20.9591383,-41.3390219,5.1,4949.0,7300.0,67.79452054794521,0.0,0,SRE Cachoeiro de Itapemirim
32057504,CEEFMTI SENADOR DIRCEU CARDOSO,MUQUI,-20.946975,-41.3363756,4.6,1687.0,3840.0,43.93229166666666,5.705882352941177,0,SRE Cachoeiro de Itapemirim
32058268,EEEFM MERCES GARCIA VIEIRA,SÃO JOSÉ DO CALÇADO,-21.0250382,-41.6564974,4.4,2287.0,4860.0,47.05761316872428,4.25,1,SRE Guaçuí
32058918,EEEFM PRESIDENTE LUEBKE,VARGEM ALTA,-20.6723343,-41.0108486,5.2,3646.0,6700.0,54.4179104477612,5.714285714285714,1,SRE Cachoeiro de Itapemirim
32059310,EEEFM AGOSTINHO AGRIZZI,VARGEM ALTA,-20.7031778,-41.0158501,5.3,2330.0,4240.0,54.95283018867924,5.285714285714286,0,SRE Cachoeiro de Itapemirim
32059850,EEEFM DOMINGOS JOSE MARTINS,MARATAÍZES,-21.02000667,-40.814055,5.0,8027.0,14060.0,57.09103840682788,4.68,0,SRE Cachoeiro de Itapemirim
32059868,EEEM PROF JOSE VEIGA DA SILVA,MARATAÍZES,-21.05656881,-40.85827053,5.7,8227.0,15400.0,53.422077922077925,4.573170731707317,0,SRE Cachoeiro de Itapemirim
32059876,EEEF GRAUNA,ITAPEMIRIM,-21.03306893,-40.91235746,0.0,1687.0,2440.0,69.13934426229508,0.0,0,SRE Cachoeiro de Itapemirim
32059906,EEEFM LEOPOLDINO ROCHA,ITAPEMIRIM,-20.89109444,-40.78265332,5.3,6025.0,11540.0,52.20970537261699,5.75,0,SRE Cachoeiro de Itapemirim
32059965,CEEFMTI WASHINGTON PINHEIRO MEIRELLES,ITAPEMIRIM,-21.0100506,-40.8281957,5.1,3010.0,5920.0,50.8445945945946,5.85,0,SRE Cachoeiro de Itapemirim
32060696,EEEFM ANTONIO JACQUES SOARES,ITAPEMIRIM,-20.99013575,-41.0033133,4.5,1761.0,3680.0,47.85326086956522,5.444444444444445,0,SRE Cachoeiro de Itapemirim
32060920,EEEFM PRESIDENTE KENNEDY,PRESIDENTE KENNEDY,-21.10184432,-41.04508566,5.5,3594.0,6540.0,54.95412844036697,6.2926829268292686,0,SRE Cachoeiro de Itapemirim
32061943,EEEFM PROFESSORA MARIA DA PAZ PIMENTEL,FUNDÃO,-20.0016775,-40.4104581,4.5,3814.0,4980.0,76.5863453815261,4.111111111111111,0,SRE Carapina
32062648,EEEM PROFESSOR AGENOR RORIS,VILA VELHA,-20.3716777,-40.3084554,5.2,10606.0,21240.0,49.93408662900188,6.2,0,SRE Vila Velha
32062710,EEEFM VALDICIO BARBOSA DOS SANTOS,CONCEIÇÃO DA BARRA,-18.2896607,-39.8718243,0.0,545.0,740.0,73.64864864864865,0.0,1,SRE São Mateus
32063199,EEEFM ELZA LEMOS ANDREATTA,VITÓRIA,-20.2765856,-40.3353965,4.0,7424.0,20660.0,35.93417231364956,8.25,0,SRE Carapina
32065027,EEEM AUGUSTO RUSCHI,VIANA,-20.360265,-40.4461417,4.1,916.0,3040.0,30.13157894736842,4.333333333333333,0,SRE Cariacica
32065043,CEEFMTI EWERTON MONTENEGRO GUIMARAES,VIANA,-20.3668796,-40.4177624,5.2,932.0,2520.0,36.98412698412698,0.0,0,SRE Cariacica
32065051,EEEM IRMA DULCE LOPES PONTE,VIANA,-20.347486,-40.4243298,4.2,6631.0,16900.0,39.23668639053255,4.351648351648351,0,SRE Cariacica
32065264,EEEFM FRANCISCA PEIXOTO MIGUEL,SERRA,-20.1377916,-40.2482176,4.3,5363.0,12160.0,44.10361842105263,3.858695652173913,0,SRE Carapina
32065370,EEEFM PROF MARIA OLINDA DE OLIVEIRA MENEZES,SERRA,-20.22064055,-40.22764362,4.2,5000.0,7900.0,63.29113924050633,4.970588235294118,0,SRE Carapina
32066333,EEEFM ZUMBI DOS PALMARES - SERRA,SERRA,-20.2133609,-40.2186142,4.8,6908.0,16020.0,43.1210986267166,4.925,0,SRE Carapina
32069758,EEEFM ASSENTAMENTO OURO VERDE,NOVA VENÉCIA,-18.4586968,-40.4837233,0.0,37.0,60.0,61.66666666666666,0.0,0,SRE Nova Venécia
32070853,EEEF FRANCISCO ALVES MENDES,SERRA,-20.2220673,-40.2247009,0.0,4440.0,7720.0,57.512953367875646,0.0,0,SRE Carapina
32073330,EEEFM MISAEL PINTO NETTO,ARACRUZ,-19.820705,-40.27461,4.7,8402.0,15180.0,55.34914361001317,4.111111111111111,0,SRE Linhares
32073445,EEEFM NEA SALLES NUNES PEREIRA,CARIACICA,-20.3585389,-40.3733934,5.1,4286.0,9580.0,44.73903966597077,6.538461538461538,0,SRE Cariacica
32073704,EEPEF MARIA OLINDA DE MENEZES,PINHEIROS,-18.3549428,-40.3990525,0.0,151.0,160.0,94.375,0.0,1,SRE Nova Venécia
32073712,EEEFM SATURNINO RIBEIRO DOS SANTOS,PINHEIROS,-18.3425818,-40.3815979,0.0,229.0,380.0,60.26315789473684,0.0,1,SRE Nova Venécia
32074425,EEEFM ANTONIO JOSE PEIXOTO MIGUEL,SERRA,-20.0570696,-40.204429,4.8,6020.0,14240.0,42.2752808988764,4.548387096774194,0,SRE Carapina
32075936,EEEFM PROFESSORA ANTONIETA BANHOS FERNANDES,LINHARES,-19.3951751,-40.0396477,4.5,3352.0,7680.0,43.645833333333336,4.0181818181818185,0,SRE Linhares
32076410,EEEFM DR JOSE MOYSES,CARIACICA,-20.3666738,-40.3740524,3.6,4171.0,12540.0,33.261562998405104,5.96875,0,SRE Cariacica
32078170,EEEFM GUILHERME MILANEZE,VARGEM ALTA,-20.60500821,-41.02982787,6.3,2634.0,3900.0,67.53846153846153,4.242424242424242,1,SRE Cachoeiro de Itapemirim
32078315,EEEM SOBREIRO,LARANJA DA TERRA,-19.8250238,-41.1128581,6.2,773.0,1340.0,57.6865671641791,6.666666666666667,0,SRE Afonso Cláudio
32078536,EEEM MENINO JESUS,MUNIZ FREIRE,-20.4013719,-41.42751904,5.2,278.0,600.0,46.333333333333336,0.0,0,SRE Guaçuí
32078552,EEEFM ANTONIO SABATINI SIMONI,MIMOSO DO SUL,-20.97404435,-41.5089343,6.3,2375.0,3880.0,61.21134020618557,5.333333333333333,0,SRE Cachoeiro de Itapemirim
32078587,EEEFM SANTISSIMA TRINDADE,IÚNA,-20.3560363,-41.5314036,5.3,5967.0,11680.0,51.08732876712329,5.848484848484849,1,SRE Guaçuí
32078625,EEEFM GUILHERMINA HULDA KRUGER REINHOLZ,SANTA LEOPOLDINA,-20.1998267,-40.542923,3.5,273.0,880.0,31.022727272727277,5.0,0,SRE Cariacica
32078650,EEEM DUNAS DE ITAUNAS,CONCEIÇÃO DA BARRA,-18.4201912,-39.7094753,3.9,574.0,1440.0,39.86111111111112,6.055555555555555,0,SRE São Mateus
32078722,EEEFM WALLACE CASTELLO DUTRA,SÃO MATEUS,-18.7321625,-39.757661,5.0,5631.0,12820.0,43.92355694227769,4.5,0,SRE São Mateus
32079214,EEEM PROF MARIA CANDIDO KNEIPP,MUNIZ FREIRE,-20.4964704,-41.3351532,6.6,301.0,520.0,57.88461538461539,4.875,0,SRE Guaçuí
32079230,EEEM MARIO GURGEL,VILA VELHA,-20.4443062,-40.3549008,4.0,4474.0,14660.0,30.518417462482947,5.63302752293578,0,SRE Vila Velha
32079338,EEEM PROF RENATO JOSE DA COSTA PACHECO,VITÓRIA,-20.2468334,-40.2716817,5.5,10707.0,22680.0,47.20899470899471,6.8,0,SRE Carapina
32079389,EEEFM VIRGINIA NOVA,RIO NOVO DO SUL,-20.7535096,-40.9684912,4.7,1581.0,2560.0,61.7578125,5.2,0,SRE Cachoeiro de Itapemirim
32079435,EEEM MARIA DALVA GAMA BERNABE,NOVA VENÉCIA,-18.6980753,-40.3941349,4.4,1018.0,2220.0,45.85585585585586,7.363636363636363,1,SRE Nova Venécia
32079451,EEEM ZEFERINO OLIOSI,NOVA VENÉCIA,-18.7856196,-40.5778617,4.3,208.0,660.0,31.51515151515152,2.142857142857143,0,SRE Nova Venécia
32079478,EEEFM PAULO FREIRE,MONTANHA,-18.1115131,-40.3276813,0.0,110.0,160.0,68.75,0.0,0,SRE Nova Venécia
32079486,EEEF OCTAVIANO RODRIGUES DE CARVALHO,PONTO BELO,-18.2747604,-40.4866732,0.0,160.0,220.0,72.72727272727273,0.0,0,SRE Nova Venécia
32079842,EEEFM CANDIDO PORTINARI,SOORETAMA,-19.08864036,-40.13892943,4.8,3308.0,7320.0,45.19125683060109,6.2,0,SRE Linhares
32080204,CEET TALMO LUIZ SILVA,JOÃO NEIVA,-19.7626371,-40.3851993,0.0,0.0,0.0,0.0,0.0,0,SRE Linhares
32080220,EEUEF ASSENTAMENTO ADAO PRETTO,NOVA VENÉCIA,-18.8726296,-40.5249029,0.0,135.0,160.0,84.375,0.0,0,SRE Nova Venécia
32080727,EEEM MATA FRIA,AFONSO CLÁUDIO,-20.08252451,-40.97769189,4.9,0.0,0.0,0.0,7.0,1,SRE Afonso Cláudio
32080735,EEEFM SERRA SEDE,SERRA,-20.126117,-40.3071318,0.0,3637.0,7580.0,47.98153034300792,3.6666666666666665,1,SRE Carapina
32080867,CEEMTI BAIXO GUANDU,BAIXO GUANDU,-19.5149532,-41.0049619,5.2,4369.0,7660.0,57.03655352480418,6.294117647058823,0,SRE Colatina
32081294,EEIEFM ALDEIA CAIEIRAS VELHA,ARACRUZ,-19.92059,-40.17521333,4.3,812.0,1820.0,44.61538461538461,7.333333333333333,0,SRE Linhares
32081308,EEEFM CORA CORALINA,VILA VELHA,-20.47002983,-40.46571024,0.0,0.0,0.0,0.0,6.136363636363637,1,SRE Vila Velha
32081316,EEEFM NELSON MANDELA,VIANA,-20.37803447,-40.4988369,0.0,0.0,0.0,0.0,6.076923076923077,0,SRE Cariacica
32081391,CEEFMTI SAO PEDRO DR AGESANDRO DA COSTA PEREIRA,VITÓRIA,-20.28277448,-40.33914118,5.3,1361.0,3500.0,38.885714285714286,3.1666666666666665,1,SRE Carapina
32081618,CEEFMTI JOAQUIM BEATO,SERRA,-20.1336386,-40.2830477,0.0,1855.0,3880.0,47.80927835051546,6.636363636363637,0,SRE Carapina
32081634,CEEFMTI PASTOR OLIVEIRA DE ARAUJO,VILA VELHA,-20.3545478,-40.3502642,4.6,1765.0,4760.0,37.07983193277311,4.136363636363637,0,SRE Vila Velha
32082037,EEEFM JOSE CUPERTINO,AFONSO CLÁUDIO,-20.0755414,-41.126851,4.7,4453.0,9540.0,46.677148846960165,0.0,0,SRE Afonso Cláudio
32082223,CEEFMTI DR GETUNILDO PIMENTEL,SERRA,-20.21991983,-40.24676043,4.0,2205.0,5060.0,43.57707509881423,4.133333333333334,0,SRE Carapina
32082231,CEEMTI PAULO FREIRE,ANCHIETA,-20.8053972,-40.6357604,5.3,7651.0,13200.0,57.96212121212121,6.470588235294118,0,SRE Vila Velha
32082274,EEEFM ILDA FERREIRA DA FONSECA MARTINS,SÃO GABRIEL DA PALHA,-19.01009069,-40.53970501,5.2,7955.0,13860.0,57.3953823953824,6.138888888888889,0,SRE Nova Venécia
32082533,CEEFMTI ELISA PAIVA,CONCEIÇÃO DO CASTELO,-20.35709,-41.24476333,5.3,1642.0,3120.0,52.62820512820513,4.857142857142857,0,SRE Afonso Cláudio
32083114,EECOR DE COLATINA,COLATINA,-19.31012667,-40.68686,4.8,1013.0,1500.0,67.53333333333333,6.4,0,SRE Colatina
32083823,CEET GIUSEPPE ALTOE,VARGEM ALTA,                              ,                              ,0.0,0.0,0.0,0.0,0.0,1,SRE Cachoeiro de Itapemirim
32083840,EEEF PROFESSORA DEUSZUITA RIBEIRO MACHADO,PEDRO CANÁRIO,                              ,                              ,0.0,593.0,1580.0,37.53164556962025,0.0,0,SRE São Mateus
32094604,EEEM FRANCISCO GUILHERME,SANTA MARIA DE JETIBÁ,-20.1537706,-40.9451415,5.9,688.0,1600.0,43.0,5.0,0,SRE Afonso Cláudio
32096402,EEUEF ROSANGELA LEITE ALVES,MONTANHA,-18.2694094,-40.1686451,0.0,96.0,160.0,60.0,0.0,0,SRE Nova Venécia
32096801,EEEFM AUGUSTO DE OLIVEIRA,CONCEIÇÃO DA BARRA,-18.4344743,-39.9306313,3.9,1948.0,5200.0,37.46153846153846,5.107142857142857,1,SRE São Mateus
32102011,EEEFM ITAMIRA,PONTO BELO,-18.25376167,-40.51289833,0.0,0.0,0.0,0.0,0.0,1,SRE Nova Venécia
32102020,EEEFM PAULO DAMIAO TRISTAO PURINHA,LINHARES,-19.4806467,-40.2930217,0.0,428.0,720.0,59.44444444444444,3.2,0,SRE Linhares
32102046,EEUEF MADRE CRISTINA,PANCAS,-19.3143897,-40.8595416,0.0,0.0,0.0,0.0,0.0,0,SRE Colatina
32134010,EEEFM VILA NOVA DE COLARES,SERRA,-20.1782262,-40.2128266,4.2,5470.0,15540.0,35.1994851994852,4.88,0,SRE Carapina
